title,artist,album,genre,emotion_label,valence,energy,danceability,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
For You - Jay Dixie Remix,Deep Chills,For You (The Remixes),edm,happy,0.668,0.692,0.886,123.994,-5.193,0.171,0.00016,0.186,0.372
Margaret's Hymn,Deborah's Child,Margaret's Hymn,pop,calm,0.494,0.369,0.737,129.988,-6.888,0.494,1.18e-06,0.112,0.244
Got 'Til It's Gone,Janet Jackson,The Velvet Rope,r&b,calm,0.518,0.413,0.789,89.911,-7.518,0.0223,0.000313,0.244,0.3
North American Ride,Mallory Merk,MM & HH,pop,sad,0.354,0.447,0.702,75.437,-10.266,0.902,2.12e-06,0.13,0.0958
ZMSW [QQ Untitled01],Qry,ZMSW [QQ Untitled01],rap,sad,0.206,0.52,0.654,180.283,-7.89,0.185,0.0,0.29,0.0834
Perfecto,GabrielRodriguezEMC,Perfecto,latin,energetic,0.489,0.734,0.732,149.994,-5.139,0.753,0.0,0.111,0.0985
Up We Go,Lights,Midnight Machines,pop,sad,0.374,0.384,0.657,123.953,-12.259,0.882,0.00227,0.0422,0.114
Lovers + Strangers - GATTÜSO Remix,Starley,Lovers + Strangers (GATTÜSO Remix),pop,energetic,0.394,0.821,0.649,125.977,-4.952,0.017,0.000347,0.0472,0.0655
Best Friend,Brandy,Brandy,r&b,calm,0.557,0.49,0.696,179.825,-6.631,0.155,0.000351,0.0347,0.0563
No Me Doy Por Vencido,Luis Fonsi,Palabras Del Silencio (Edición Aniversario - Un Año Despues),latin,energetic,0.407,0.663,0.31,172.768,-6.075,0.443,0.0,0.101,0.609
Pierce,ONE OK ROCK,Zankyō Reference,rock,sad,0.235,0.481,0.406,112.264,-6.164,0.316,0.0,0.0311,0.0922
Make U Love Me,Tujamo,Make U Love Me,pop,energetic,0.31,0.89,0.718,124.943,-3.931,0.139,0.00103,0.144,0.341
This Is the End,Tetengo,Electroshow,edm,happy,0.962,0.789,0.778,128.03,-7.946,5.4e-06,0.945,0.139,0.102
Haven't Got Time for the Pain,Carly Simon,The Best Of Carly Simon,rock,calm,0.632,0.362,0.551,105.848,-15.089,0.63,0.0,0.0297,0.0698
Please Don't Go,SRTW,Please Don't Go,latin,calm,0.543,0.53,0.782,119.964,-8.349,0.378,0.0254,0.0561,0.115
Peanut Butter Jelly - Genairo Nvilla Remix,Galantis,Peanut Butter Jelly (Remixes),latin,energetic,0.324,0.986,0.766,128.008,-4.302,0.0142,0.033,0.121,0.348
Love Hurts,Nazareth,Hair Of The Dog,rock,sad,0.138,0.328,0.485,79.766,-11.853,0.00596,0.0032,0.0254,0.325
Pull Away,Leon Bridges,Coming Home,r&b,calm,0.42,0.468,0.639,97.53,-8.329,0.451,0.0102,0.0231,0.12
April Skies,The Jesus and Mary Chain,Darklands (Expanded Version),rock,energetic,0.589,0.717,0.545,118.515,-6.869,0.00417,0.406,0.036,0.136
Good Times Bad Times - 1993 Remaster,Led Zeppelin,Led Zeppelin,rock,happy,0.753,0.717,0.476,93.584,-9.192,0.0382,7.61e-05,0.0949,0.0818
Champions League,Krept & Konan,7 Days,rap,calm,0.461,0.563,0.768,89.916,-7.439,0.211,0.0,0.403,0.356
No Te Puedo Olvidar,Camilo Séptimo,Óleos,pop,calm,0.498,0.6,0.697,99.979,-9.439,0.146,0.125,0.0266,0.0965
Once I Had A Love (AKA The Disco Song) - Remastered,Blondie,Plastic Letters,rock,calm,0.499,0.512,0.749,98.691,-9.595,0.0488,6.84e-05,0.0466,0.111
If Only I Could - Radio Edit,Brooks,If Only I Could,edm,energetic,0.159,0.923,0.635,128.032,-3.273,0.00169,0.00393,0.0505,0.208
La Calle De Las Sirenas,Kabah,La Calle De Las Sirenas,pop,happy,0.829,0.804,0.693,104.531,-11.632,0.0741,0.00156,0.027,0.124
Too Loud,ROËDS,Too Loud,latin,sad,0.355,0.641,0.754,114.974,-8.002,0.148,1.68e-05,0.0318,0.207
Right Side of My Neck,Faye Webster,Right Side of My Neck,pop,sad,0.322,0.516,0.716,117.051,-9.072,0.00107,0.000331,0.0261,0.331
Creep On Me,GASHI,Creep On Me,rap,calm,0.505,0.597,0.449,134.598,-4.401,0.347,1.03e-05,0.14,0.197
We Like To Party,Showtek,We Like To Party,edm,sad,0.255,0.909,0.571,127.96,-6.386,0.000379,0.935,0.0411,0.371
Dark Allies,Light Asylum,In Tension,pop,sad,0.157,0.926,0.497,140.065,-6.058,0.000866,0.00514,0.039,0.63
Never Had No One Ever - 2011 Remaster,The Smiths,The Queen Is Dead,rock,sad,0.336,0.535,0.27,194.625,-8.673,0.0679,0.00225,0.0329,0.143
Completamente Enamorados,Chayanne,Tiempo De Vals,latin,calm,0.4,0.505,0.565,137.112,-13.336,0.425,0.0,0.0291,0.0772
Bleed,Haze & Mellow,Bleed,latin,energetic,0.265,0.848,0.646,104.919,-4.296,0.0374,1.48e-06,0.0821,0.13
Life's Good,Ehennuhsen,Benchpark Thoughts,r&b,sad,0.229,0.447,0.529,94.038,-10.203,0.53,0.0,0.352,0.157
Fumeteo,Darell,Fumeteo,latin,calm,0.459,0.584,0.781,175.996,-6.016,0.135,0.000826,0.0684,0.0784
State Of The World,Janet Jackson,Rhythm Nation 1814,r&b,happy,0.86,0.842,0.741,112.318,-7.533,0.333,0.0287,0.0475,0.193
Sounds Good To Me - Gerd Janson Remix,Hanne Mjøen,Sounds Good To Me (Gerd Janson Remix),pop,happy,0.89,0.919,0.674,110.0,-8.523,0.00161,0.491,0.046,0.143
joy. (R3HAB Remix),for KING & COUNTRY,joy. (R3HAB Remix),pop,energetic,0.48,0.81,0.75,120.038,-4.607,0.0917,1.59e-05,0.0572,0.111
Put It On Me,Ja Rule,Pain Is Love (International Version),r&b,happy,0.692,0.85,0.573,185.81,-4.852,0.0317,0.0,0.33,0.0521
**Bonus Track** 861,POSTA,98% | DƎMI LOVƎ II EP,r&b,sad,0.195,0.586,0.66,74.996,-9.485,0.197,0.922,0.0833,0.116
Wheels,Foo Fighters,Greatest Hits,rock,energetic,0.557,0.792,0.426,161.994,-4.709,0.000495,5.1e-06,0.0374,0.142
Get Low,Ying Yang Twins,Kings Of Crunk,rap,sad,0.136,0.625,0.521,101.019,-7.47,0.0301,0.0,0.067,0.121
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",pop,calm,0.562,0.425,0.701,135.128,-10.965,0.328,0.13,0.375,0.1
Say It - Illenium Remix,Flume,Skin: The Remixes,latin,energetic,0.427,0.769,0.482,149.69,-4.473,0.0343,0.00498,0.0549,0.0953
On And On,Stephen Bishop,Careless,rock,calm,0.545,0.462,0.57,102.3,-10.483,0.74,0.000223,0.0283,0.104
Nightmare Choir (I Been Asleep Too Long),$uicideBoy$,KILL YOURSELF Part XI: The Kingdom Come Saga,rap,energetic,0.462,0.902,0.777,129.985,-3.915,0.0905,0.0,0.349,0.275
Sweet Dreams (Are Made of This),Kaan Pars,Sweet Dreams (Are Made of This),edm,energetic,0.467,0.618,0.757,125.016,-6.721,0.327,0.000381,0.045,0.109
My Boo,Usher,Confessions (Expanded Edition),r&b,happy,0.676,0.507,0.662,86.412,-8.238,0.257,0.0,0.118,0.0465
Identical (feat. Yeah Boy),Next Habit,Identical (feat. Yeah Boy),edm,calm,0.586,0.488,0.769,123.968,-11.056,0.0492,0.0659,0.0422,0.195
Bella di notte - Wolfgang Lohr Remix Radio Edit,Free Shots,Bella di notte (Wolfgang Lohr Remix),edm,happy,0.757,0.885,0.827,122.015,-4.986,0.153,0.0222,0.178,0.122
Down Wit Dat?,Portrait,Portrait,r&b,happy,0.723,0.861,0.578,102.597,-7.22,0.000868,0.184,0.055,0.126
Never Lack,Splurgeboys,Out of the Pan,rap,energetic,0.431,0.654,0.921,94.999,-6.343,0.0848,0.0021,0.176,0.0792
Calabria - Firebeatz Remix,Rune RK,Calabria (Firebeatz Remix),edm,energetic,0.427,0.887,0.649,128.04,-2.782,0.000838,0.49,0.0651,0.295
Lucky Love,Michael Seyer,Bad Bonez,rock,sad,0.234,0.311,0.661,143.966,-13.288,0.474,0.00366,0.0263,0.105
Hell Yeah!,Tiësto & Showtek,Hell Yeah!,edm,energetic,0.0372,0.918,0.63,129.985,-7.881,0.000273,0.858,0.0485,0.0659
Babushka Boi,A$AP Rocky,Babushka Boi,rap,happy,0.905,0.743,0.897,134.979,-5.446,0.304,4.44e-05,0.222,0.137
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,KIRK,rap,calm,0.542,0.582,0.816,160.004,-4.141,0.0794,5.84e-06,0.341,0.0916
Summer Reign (feat. Summer Walker),Rick Ross,Port of Miami 2,r&b,sad,0.123,0.541,0.517,139.076,-6.844,0.0394,0.0,0.235,0.678
Supercut,Lorde,Melodrama,pop,sad,0.15,0.437,0.562,124.852,-10.229,0.219,2.18e-05,0.052,0.0806
Boomerang,Lalo Ebratt,Numerología,latin,happy,0.919,0.661,0.603,92.123,-5.857,0.221,0.000303,0.088,0.0997
Vendetta,KILLY,Vendetta,rap,calm,0.592,0.537,0.852,132.089,-8.186,0.104,0.0,0.105,0.0732
Do What You Do,Jermaine Jackson,Jermaine Jackson,rock,calm,0.537,0.366,0.712,112.5,-11.921,0.778,2.08e-06,0.0302,0.153
Chocolate Jesus,Tom Waits,Mule Variations (Remastered),rock,calm,0.453,0.261,0.719,104.862,-13.271,0.746,8.5e-05,0.121,0.104
Mind Reader,Jaden Dixon,Mind Reader,r&b,calm,0.408,0.547,0.868,119.966,-8.117,0.0419,2.73e-05,0.153,0.106
A Banca Sessions #1,A Banca Records,A Banca Sessions #1,r&b,calm,0.426,0.42,0.899,120.06,-11.74,0.6,2.68e-06,0.37,0.114
Blueberry Yum Yum,Ludacris,The Red Light District,rap,sad,0.343,0.636,0.964,126.705,-5.596,0.0393,0.0097,0.109,0.15
Bow Down,Westside Connection,Bow Down,rap,calm,0.513,0.458,0.897,92.928,-11.01,0.0208,0.0,0.279,0.419
Know How - Báhkin Remix,Equalisation,Know How (Báhkin Remix),edm,energetic,0.12,0.764,0.734,113.998,-10.694,0.0512,0.948,0.0577,0.121
Rukus,$uicideBoy$,Badshit (Bootleg),rap,energetic,0.208,0.925,0.784,149.98,-2.51,0.00269,0.0,0.0883,0.345
Pursuit of Happiness - Steve Aoki Remix,Kid Cudi,Project X (Original Motion Picture Soundtrack),edm,happy,0.608,0.556,0.723,128.027,-11.394,0.0163,0.0026,0.0709,0.0505
NI BIEN NI MAL,Bad Bunny,X 100PRE,latin,sad,0.337,0.449,0.826,128.028,-8.33,0.556,1.85e-05,0.0674,0.273
The Road,Shahmen,The Road,rap,sad,0.231,0.66,0.759,89.985,-7.536,0.000624,0.0,0.45,0.0953
Water Fountain,Alec Benjamin,Narrated For You,pop,calm,0.551,0.504,0.723,133.975,-5.572,0.388,7.4e-05,0.0392,0.087
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,Clarity (Deluxe),edm,energetic,0.461,0.738,0.596,127.961,-3.109,0.109,0.0,0.0411,0.0947
Aukaat,Jassie Gill,Aukaat,rap,sad,0.306,0.524,0.572,124.307,-3.113,0.152,0.0,0.24,0.172
Make You Believe,Lucy Hale,A Cinderella Story: Once Upon A Song - Original Motion Picture Soundtrack,pop,happy,0.883,0.837,0.732,124.982,-3.329,0.0178,0.0,0.0615,0.178
Nothin' But A Good Time - Remastered 2006,Poison,Open Up And Say...Ahh! (20th Anniversary Edition),rock,energetic,0.531,0.974,0.576,129.088,-2.785,0.0202,0.0,0.0828,0.348
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],rap,calm,0.568,0.511,0.894,120.08,-4.768,0.0251,0.0,0.42,0.14
sweetener,Ariana Grande,Sweetener,pop,calm,0.464,0.461,0.722,119.91,-6.428,0.256,0.0,0.0319,0.214
Story Of A Quarryman,Joe Bonamassa,The Ballad of John Henry,rap,energetic,0.427,0.802,0.407,143.938,-5.957,0.0996,0.000636,0.0915,0.351
King of Everything,Dominic Fike,"Don't Forget About Me, Demos",pop,calm,0.571,0.474,0.636,167.064,-8.096,0.784,0.0613,0.077,0.113
100 dni do matury,Mata,100 dni do matury,rap,energetic,0.0999,0.828,0.687,159.934,-7.911,0.523,0.0,0.456,0.34
You Will Rise,Sweetback,Sweetback,r&b,calm,0.509,0.387,0.769,87.86,-9.905,0.134,0.00143,0.0421,0.142
Poker Face,Lady Gaga,The Fame,pop,happy,0.787,0.806,0.851,118.999,-4.62,0.118,1.64e-06,0.0787,0.121
FAKE,ASOBOiSM,FAKE,pop,happy,0.686,0.713,0.558,106.043,-7.48,0.492,0.00266,0.0625,0.0493
Mr. Ice Cream Man,Master P,Ice Cream Man,rap,energetic,0.571,0.666,0.806,131.939,-5.755,0.026,0.0,0.117,0.72
Czarne Oczy (Chilaca),Wac Toja,Czarne Oczy (Chilaca),rap,energetic,0.663,0.725,0.66,125.138,-7.804,0.0719,0.0,0.263,0.335
U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,r&b,happy,0.866,0.517,0.867,133.148,-13.222,0.00456,0.000339,0.0875,0.0864
Be Your Man - Acoustic,Rhys Lewis,Be Your Man (Acoustic),r&b,sad,0.354,0.197,0.65,79.838,-10.998,0.887,0.0,0.0554,0.107
"Class-Sikh Maut, Vol. II",Prabh Deep,"Class-Sikh Maut, Vol. II",rap,happy,0.818,0.68,0.855,129.842,-8.041,0.0601,0.0,0.428,0.0417
Sometimes,Miami Horror,Illumination,pop,energetic,0.45,0.861,0.581,124.992,-4.992,0.0173,7.85e-05,0.0334,0.175
Tired Of Ballin,Tela,Piece Of Mind,rap,happy,0.688,0.506,0.596,87.761,-10.08,0.0129,0.0,0.355,0.102
Illegal Weapon,Garry Sandhu,Illegal Weapon,rap,happy,0.714,0.666,0.814,94.02,-6.555,0.488,4.23e-05,0.0635,0.108
Lights On,Izzy Bizu,Lights On,r&b,calm,0.406,0.511,0.669,76.016,-5.499,0.0508,0.00483,0.101,0.0982
Save It For The Bedroom,You Me At Six,Take Off Your Colours,pop,energetic,0.491,0.956,0.323,186.089,-2.507,0.00105,0.000169,0.0536,0.147
Used To Love (with Dean Lewis) - SWACQ Remix,Martin Garrix,Used To Love (with Dean Lewis) [Remixes],edm,energetic,0.47,0.733,0.765,125.037,-6.302,0.205,1.28e-05,0.0582,0.593
Dream Weaver,Gary Wright,The Dream Weaver,rock,sad,0.148,0.389,0.266,140.243,-13.682,0.244,1.42e-06,0.0305,0.0688
Mi Persona Favorita,Alejandro Sanz,Mi Persona Favorita,latin,energetic,0.583,0.659,0.582,155.957,-7.511,0.543,0.0,0.114,0.0656
shut up,Greyson Chance,portraits,r&b,calm,0.45,0.448,0.821,105.006,-4.33,0.296,3.26e-06,0.0468,0.0683
The Way I Am,Eminem,Curtain Call: The Hits,rap,energetic,0.345,0.855,0.803,87.317,-3.369,0.142,0.0,0.246,0.299
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,Indigo,r&b,calm,0.678,0.395,0.66,81.997,-5.242,0.873,0.0,0.0333,0.112
Wild,VINAI,Wild,edm,sad,0.145,0.98,0.32,75.071,-3.468,0.0141,0.0015,0.438,0.409
Ay Vamos,J Balvin,La Familia B Sides,latin,happy,0.92,0.711,0.718,173.916,-5.746,0.157,5.54e-05,0.11,0.1
Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,rap,energetic,0.575,0.786,0.876,153.068,-4.884,0.0627,0.0,0.306,0.127
Big Faces,Geto Boys,"Da Good, Da Bad & Da Ugly",rap,happy,0.629,0.653,0.859,91.903,-9.715,0.00694,0.0,0.279,0.0973
Easy,Brad Blackburn,Easy,pop,happy,0.753,0.515,0.827,112.011,-8.756,0.22,6.13e-05,0.0421,0.274
Speak To Me,Ari Lennox,Shea Butter Baby,r&b,happy,0.665,0.509,0.814,154.885,-8.587,0.285,0.00337,0.0744,0.116
Bonita - Remix,J Balvin,Bonita (Remix),latin,energetic,0.59,0.905,0.798,96.005,-0.582,0.0127,2.41e-05,0.0375,0.126
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),latin,happy,0.913,0.479,0.76,89.911,-5.574,0.556,0.0,0.0466,0.0703
Vente Pa' Ca,Ricky Martin,Vente Pa' Ca,latin,energetic,0.533,0.92,0.663,99.935,-4.07,0.00431,1.69e-05,0.226,0.101
El Besito,Pasabordo,Paso a Paso,latin,happy,0.755,0.939,0.699,108.09,-4.229,0.265,0.0,0.139,0.0696
Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day,rap,sad,0.294,0.579,0.632,115.294,-9.036,0.511,5.09e-05,0.0386,0.29
Honestly,Hot Chelle Rae,Whatever,pop,happy,0.916,0.787,0.641,93.01,-4.271,0.0268,0.0,0.0375,0.11
Talk About It,Mike Perry,Talk About It,pop,calm,0.526,0.594,0.678,123.975,-5.673,0.0543,0.0,0.0319,0.182
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,Lean On (feat. MØ & DJ Snake) [Remixes Vol. 2],pop,sad,0.21,0.889,0.463,127.973,-3.189,0.0354,0.382,0.126,0.186
Forever And A Day - LVNDSCAPE Remix,Bolier,Forever And A Day,latin,energetic,0.477,0.874,0.678,118.429,-6.768,0.0283,0.0577,0.0346,0.104
Ride It,Regard,Ride It,latin,happy,0.884,0.751,0.88,117.948,-4.258,0.177,6.43e-05,0.0874,0.106
Seek & Destroy,Metallica,Kill 'Em All,rock,energetic,0.535,0.95,0.461,140.77,-6.189,0.0638,0.0149,0.179,0.211
The Passenger,Siouxsie and the Banshees,Through The Looking Glass (Remastered And Expanded),rock,sad,0.294,0.93,0.457,139.819,-4.544,0.0309,6.27e-05,0.0673,0.135
Timebomb,WALK THE MOON,Timebomb,pop,energetic,0.446,0.778,0.583,122.053,-4.766,0.000276,0.0,0.0403,0.621
Gypsy Road,Cinderella,Long Cold Winter,rock,energetic,0.553,0.88,0.523,132.426,-9.019,0.00961,0.000828,0.0402,0.329
You & I,Mercer,Neo Disco 2 Ep,pop,energetic,0.438,0.895,0.585,125.045,-3.836,0.00147,0.547,0.123,0.0425
Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,David Guetta,Stay (Don't Go Away) [feat. Raye] [Mark Knight Remix],pop,energetic,0.664,0.995,0.607,124.998,-2.325,0.0921,0.002,0.0487,0.0445
Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,rock,energetic,0.599,0.9,0.427,104.655,-3.674,0.116,1.75e-05,0.0499,0.119
Godzilla (feat. Juice WRLD),Eminem,Music To Be Murdered By,rap,happy,0.829,0.745,0.808,165.995,-5.26,0.145,0.0,0.342,0.292
Confidently Lost,Sabrina Claudio,Confidently Lost,r&b,sad,0.325,0.39,0.666,113.866,-8.575,0.272,9.39e-06,0.0838,0.111
Yellow Bird,Pretty Lights,A Color Map of the Sun (Deluxe Version),latin,sad,0.198,0.656,0.596,86.489,-6.701,0.028,0.569,0.0283,0.11
Better Than Me,Hinder,Extreme Behavior,rock,sad,0.254,0.682,0.449,139.924,-5.295,0.205,0.0,0.029,0.175
Keep On Dancing,John De Sohn,Control EP,edm,sad,0.22,0.659,0.716,101.982,-4.443,0.519,0.0,0.0587,0.182
Te Quiero,Flex,Te Quiero,latin,calm,0.465,0.598,0.536,83.946,-9.608,0.00314,0.0,0.0424,0.319
Change Of Coast,Neon Indian,"The Music of Grand Theft Auto V, Vol. 1: Original Music",pop,happy,0.619,0.935,0.468,182.002,-3.901,0.00126,0.00712,0.0456,0.0761
MONEYHONEYDRIP,Jamule,MONEYHONEYDRIP,rap,calm,0.515,0.519,0.768,171.899,-9.313,0.451,0.00303,0.202,0.102
All Your Love (feat. The Romantic Era) [Kastra Remix],Bonka,All Your Love (feat. The Romantic Era) [Kastra Remix],edm,energetic,0.536,0.873,0.638,125.961,-4.256,0.0613,3.75e-05,0.062,0.366
I Don't Need You,Yady,I Don't Need You,r&b,sad,0.265,0.525,0.794,160.119,-6.582,0.198,3.68e-06,0.161,0.124
Waiting for You,The Aces,When My Heart Felt Volcanic,pop,calm,0.496,0.453,0.642,82.046,-8.333,0.329,0.0,0.0466,0.0721
Jemima Surrender - Early Version/Remastered,The Band,Capitol Rarities 1968-1977 (Remastered),rock,happy,0.963,0.724,0.782,114.052,-8.309,0.614,0.00704,0.0299,0.11
Quien La Vio Llorar,Don Omar,"The Gold Series ""The Last Don""",latin,sad,0.376,0.567,0.47,79.993,-6.894,0.101,4e-05,0.0361,0.354
Strangers,Vigiland,Strangers,edm,calm,0.534,0.594,0.718,124.209,-4.96,0.195,0.0,0.0782,0.422
Say So,Doja Cat,Hot Pink,edm,happy,0.786,0.673,0.787,110.962,-4.577,0.256,3.57e-06,0.158,0.0904
Compton,LX,Der Sampler 3,rap,energetic,0.5,0.633,0.568,81.304,-6.212,0.0154,0.0,0.409,0.123
Before You Go,Lewis Capaldi,Before You Go,r&b,sad,0.183,0.575,0.459,111.881,-4.858,0.604,0.0,0.0573,0.0885
On And On,Portrait,Greatest Hits,r&b,calm,0.595,0.496,0.631,149.024,-13.559,0.0539,0.0143,0.0332,0.0831
Collide (D.O.D Remix) [feat. Collin MC Loughlin],Laidback Luke,Collide (Remixes),edm,sad,0.308,0.986,0.599,127.964,-2.54,0.047,0.726,0.0781,0.272
IDGAF,Dua Lipa,Dua Lipa (Complete Edition),pop,calm,0.531,0.552,0.835,97.004,-5.662,0.0474,0.0,0.0871,0.0767
Crash,Chris Malinchak,Crash,edm,sad,0.238,0.456,0.689,126.0,-12.307,0.000455,0.882,0.0339,0.07
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),pop,happy,0.742,0.763,0.72,101.965,-4.068,0.406,0.0,0.0523,0.18
Breakup Song,De Hofnar,Breakup Song (feat. Son Of Patricia),latin,sad,0.232,0.544,0.736,95.012,-8.096,0.119,3.13e-05,0.0376,0.199
All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,Snacks,pop,energetic,0.521,0.782,0.585,121.908,-4.101,0.269,0.0,0.0897,0.156
Amazing,One Eskimo,One eskimO,r&b,sad,0.0782,0.565,0.424,96.732,-7.01,0.366,0.00628,0.0378,0.092
Рванарана,Litvinenko,Рванарана,rap,sad,0.301,0.681,0.773,79.953,-5.408,0.746,0.0,0.0558,0.0606
On & On,Erykah Badu,Baduizm,r&b,sad,0.346,0.403,0.762,80.476,-10.423,0.0396,0.0113,0.158,0.256
Ride Out,Kid Ink,Furious 7: Original Motion Picture Soundtrack,rap,energetic,0.536,0.801,0.696,93.003,-5.641,0.0469,0.0,0.0952,0.502
Hit 'Em Up Style (Oops!) (feat. Foxy Brown) - Remix Radio Mix,Blu Cantrell,So Blu,r&b,energetic,0.652,0.774,0.7,90.0,-4.983,0.2,0.0,0.0466,0.404
I Got Cha Opin,Black Moon,Enta da Stage,rap,calm,0.536,0.398,0.726,91.599,-12.767,0.213,0.155,0.241,0.127
Ella busca,DrefQuila,Trend,rap,sad,0.151,0.441,0.767,129.929,-12.372,0.768,0.000275,0.0752,0.114
Whenever You're Around,Jill Scott,"The Real Thing - Words & Sounds, Vol. 3",r&b,energetic,0.53,0.783,0.628,88.702,-6.351,0.159,0.000155,0.248,0.103
Backseat,Ari Lennox,PHO,r&b,energetic,0.651,0.709,0.717,139.414,-5.611,0.0386,0.0,0.136,0.433
Pump Up the Jam,Swingrowers,Do Not Cover,edm,happy,0.726,0.767,0.795,125.012,-6.696,0.00678,0.0,0.0692,0.322
No Good,Ally Brooke,No Good,r&b,energetic,0.689,0.773,0.684,119.99,-4.589,0.161,0.0,0.0405,0.124
Six Feet Under The Stars (Acoustic),All Time Low,"So Wrong, It's Right (Deluxe Version)",latin,happy,0.682,0.401,0.657,129.995,-8.749,0.329,0.0,0.0294,0.123
Can You Stand The Rain,New Edition,Gold,r&b,happy,0.716,0.561,0.556,143.274,-9.008,0.676,0.00827,0.0316,0.1
TO-KE-TE,HAN-KUN,TO-KE-TE,pop,energetic,0.45,0.891,0.392,89.952,-2.746,0.0236,0.0,0.059,0.281
It Won't Stop (feat. Chris Brown),Sevyn Streeter,"Call Me Crazy, But...",r&b,sad,0.211,0.574,0.657,119.992,-9.484,0.016,8.1e-05,0.0407,0.172
Nadie Como Tu,Amenazzy,Nadie Como Tu,rap,happy,0.753,0.842,0.694,105.02,-4.91,0.147,1.05e-06,0.0624,0.261
Hands All Over Mine,AMARI,Hands All Over Mine,edm,happy,0.79,0.791,0.73,94.963,-4.773,0.693,3.05e-06,0.0808,0.0745
Май 45-го,StaFFord63,Май 45-го,rap,sad,0.397,0.437,0.688,79.998,-12.341,0.636,0.0,0.134,0.0791
Rough Rider,The Hygrades,The World Ends: Afro Rock & Psychedelia in 1970s Nigeria,rock,happy,0.913,0.67,0.715,111.877,-7.806,0.107,0.783,0.0348,0.0943
Prohibido (feat. Bad Bunny),Lary Over,Prohibido (feat. Bad Bunny),rap,sad,0.261,0.429,0.837,129.959,-6.659,0.693,1.86e-06,0.0443,0.116
Sacar la Voz,Ana Tijoux,La Bala,latin,calm,0.515,0.499,0.601,80.101,-10.657,0.0171,0.000453,0.0536,0.171
Stress ohne Grund (feat. Bushido),Shindy,NWA,rap,happy,0.619,0.855,0.484,130.554,-4.852,0.00269,0.000157,0.321,0.276
Wrong for Me,OUTRAGE,Wrong for Me,edm,sad,0.174,0.925,0.54,128.092,-3.785,0.0369,0.777,0.178,0.917
Moonlight,Gaullin,Moonlight,pop,energetic,0.29,0.761,0.813,124.957,-5.687,0.0529,0.0119,0.085,0.337
Rare,Selena Gomez,Rare,pop,happy,0.631,0.545,0.838,114.998,-6.713,0.208,8.01e-05,0.0706,0.103
Umsatzfixiert,Capital Bra,BLYAT,rap,energetic,0.589,0.682,0.802,96.896,-6.783,0.505,0.0,0.568,0.103
Darkside,grandson,a modern tragedy vol. 2,pop,sad,0.18,0.701,0.497,76.918,-6.834,0.000568,0.000287,0.119,0.352
Chop Suey!,System Of A Down,Toxicity,rock,sad,0.3,0.929,0.42,127.204,-3.899,0.000353,0.000747,0.121,0.122
I'm So Juiced Up,DJ Paul,I'm So Juiced Up,rap,energetic,0.244,0.862,0.674,142.091,-4.858,0.0162,0.0,0.0865,0.38
Headless Horseman,Kid Kasino,Slaughter In the Suburbs,edm,happy,0.618,0.665,0.641,200.388,-5.027,0.491,0.0,0.339,0.06
My Religion,Wilderlife,My Religion,rock,sad,0.389,0.726,0.435,148.016,-6.255,0.000465,0.00832,0.0361,0.174
Stockholm White - Perk Pietrek Remix,UZ,Layers (The Remixes),rap,energetic,0.643,0.919,0.637,149.968,-3.643,0.0318,2.78e-06,0.0627,0.275
I'M DEAD,Duckwrth,I'M UUGLY,r&b,energetic,0.485,0.751,0.593,114.907,-9.414,0.707,0.0,0.918,0.356
Brown Guys,Talib Kweli,The Seven,rap,calm,0.506,0.213,0.696,86.977,-10.582,0.0426,0.897,0.235,0.11
Newman,BloodPop®,Newman,edm,happy,0.962,0.745,0.74,128.008,-5.638,0.00442,0.571,0.0409,0.12
Love You,Night Tempo,Fantasy,r&b,energetic,0.628,0.839,0.68,123.965,-6.722,0.00282,0.0399,0.317,0.657
Self Control,Frank Ocean,Blonde,r&b,calm,0.446,0.209,0.572,80.069,-10.413,0.765,0.0,0.0313,0.356
You Shook Me All Night Long,AC/DC,Who Made Who,rock,happy,0.769,0.768,0.529,127.316,-5.51,0.00224,0.000685,0.0566,0.297
Stormbringer - 2009 remix,Deep Purple,Deepest Purple (30th Anniversary Edition),rock,happy,0.624,0.908,0.32,177.773,-7.645,0.0161,4.16e-06,0.0859,0.106
